timestamp,pathloss_db,retry_rate_raw,retry_rate_rolling_mean
1764669514.783406,121.23287434613802,41.064985670273046,41.064985670273046
1764669514.795909,114.54473234746183,,
1764669514.8084116,120.49533373752682,,
1764669514.8209145,122.58853705048818,,
1764669514.8334174,116.93503124446,,
1764669514.84592,119.76323100686739,,
1764669514.858423,116.96975204176837,,
1764669514.870926,112.18905935905829,,
1764669514.8834288,120.19732911662321,,
1764669514.883558,,29.717001178766893,35.39099342451997
1764669514.8959315,119.20329000712849,,
1764669514.9084344,126.3404427381543,,
1764669514.9209373,122.50634252967217,,
1764669514.93344,117.15855943777122,,
1764669514.9459429,122.6692061124041,,
1764669514.9584458,117.03416847832874,,
1764669514.9709485,112.72248485905574,,
1764669514.9834514,118.4674421388675,,
1764669514.9837103,,0.0,23.593995616346646
1764669514.9959543,117.37394087278706,,
1764669515.0084572,115.50395110539911,,
1764669515.0209599,116.4208983179235,,
1764669515.0334628,119.8190373331635,,
1764669515.0459657,115.23616630087648,,
1764669515.0584683,118.0743600265964,,
1764669515.0709713,115.60320161627226,,
1764669515.0834742,115.209897290749,,
1764669515.0838623,,40.7196064188783,27.87539831697956
1764669515.0959768,120.31800671887304,,
1764669515.1084797,119.44506017419215,,
1764669515.1209826,120.38791945310122,,
1764669515.1334853,116.39703349573035,,
1764669515.1459882,121.41491998482951,,
1764669515.1584911,121.0081777818719,,
1764669515.170994,120.4024355479065,,
1764669515.1834967,119.51756175701472,,
1764669515.1840143,,25.29969588502229,27.360257830588107
1764669515.1959996,123.80652342989369,,
1764669515.2085025,119.44855344113681,,
1764669515.2210052,119.81086582125421,,
1764669515.233508,122.47764810274772,,
1764669515.246011,114.73087977345605,,
1764669515.2585137,122.95736605583127,,
1764669515.2710166,121.07130559808955,,
1764669515.2835195,120.56033759770204,,
1764669515.2841663,,6.150724153435425,23.82533555106266
1764669515.2960222,114.70886218256967,,
1764669515.308525,118.12721260694106,,
1764669515.321028,118.6898896885128,,
1764669515.333531,115.72945964862468,,
1764669515.3460336,125.65890763009294,,
1764669515.3585365,121.13286399312393,,
1764669515.3710394,117.2639447712904,,
1764669515.383542,122.00240322833096,,
1764669515.3843186,,0.0,20.421716186625137
1764669515.396045,119.32522006426424,,
1764669515.4085479,115.09035868038043,,
1764669515.4210505,119.02412428103794,,
1764669515.4335535,121.65408160111926,,
1764669515.4460564,121.1701283141879,,
1764669515.4585593,122.68825730273095,,
1764669515.471062,120.5256766040163,,
1764669515.4835649,116.3550474664264,,
1764669515.4844706,,28.0361535934578,21.373520862479218
1764669515.4960678,120.72158013604806,,
1764669515.5085704,118.15992756429077,,
1764669515.5210733,118.84688468957866,,
1764669515.5335763,119.63612874076787,,
1764669515.546079,115.31878689303056,,
1764669515.5585818,118.44099879867476,,
1764669515.5710847,119.00955227101662,,
1764669515.5835874,116.68116739432462,,
1764669515.5846226,,0.0,18.99868521109264
1764669515.5960903,119.32938896100708,,
1764669515.6085932,110.68007482683234,,
1764669515.6210961,116.05850766569499,,
1764669515.6335988,114.06724037368053,,
1764669515.6461017,113.27231208949496,,
1764669515.6586046,116.51008079893634,,
1764669515.6711073,117.2988369387516,,
1764669515.6836102,110.54511138419161,,
1764669515.6847749,,0.0,17.098816689983373
1764669515.696113,110.78611688354889,,
1764669515.7086158,118.73697510786373,,
1764669515.7211187,115.7881908413465,,
1764669515.7336216,118.91573956816325,,
1764669515.7461243,110.81851019038945,,
1764669515.7586272,109.37875477238792,,
1764669515.77113,107.78487329346777,,
1764669515.783633,115.15669733839647,,
1764669515.784927,,12.569137644232278,16.687027685824184
1764669515.7961357,118.6356975283362,,
1764669515.8086386,113.29100948634704,,
1764669515.8211415,116.09145557953158,,
1764669515.8336442,110.2950280265576,,
1764669515.846147,113.63957432791423,,
1764669515.85865,106.29240163240662,,
1764669515.8711526,117.67300755350973,,
1764669515.8836555,116.87507822340258,,
1764669515.885079,,25.718489810745638,17.43964952956764
1764669515.8961585,115.03678744880581,,
1764669515.9086614,114.48358305245672,,
1764669515.921164,115.62909620156708,,
1764669515.933667,112.20882484145747,,
1764669515.9461699,116.64054818603518,,
1764669515.9586725,117.49239709688929,,
1764669515.9711754,120.64070417210951,,
1764669515.9836783,114.30062739962968,,
1764669515.985231,,0.0,16.098138027293206
1764669515.996181,113.37558519854782,,
1764669516.008684,114.66570680178992,,
1764669516.0211868,118.58081199465823,,
1764669516.0336895,118.77206675826815,,
1764669516.0461924,113.45398148431644,,
1764669516.0586953,113.52488295312897,,
1764669516.0711982,112.81576154897577,,
1764669516.083701,109.88647840308528,,
1764669516.0853832,,27.77724773348892,16.932360149164328
1764669516.0962038,111.41613309347088,,
1764669516.1087067,115.24077577876825,,
1764669516.1212094,110.32712318485522,,
1764669516.1337123,114.29097796955553,,
1764669516.1462152,116.25833178698477,,
1764669516.1587179,112.88314791891736,,
1764669516.1712208,112.74812998751634,,
1764669516.1837237,113.7475378473435,,
1764669516.1855352,,25.958654214960468,17.53411308688407
1764669516.1962264,113.31179257311945,,
1764669516.2087293,116.54930246345943,,
1764669516.2212322,118.07207028717609,,
1764669516.233735,112.52790156784117,,
1764669516.2462378,113.25735161877243,,
1764669516.2587407,116.07328857187336,,
1764669516.2712436,113.76583190693404,,
1764669516.2837462,116.16974340189867,,
1764669516.2856872,,10.172605776120589,15.474621093940574
1764669516.2962492,113.29167096851423,,
1764669516.308752,116.79896468543593,,
1764669516.3212547,112.73420956373766,,
1764669516.3337576,120.42206989388156,,
1764669516.3462605,113.44423922117988,,
1764669516.3587635,111.81455811164305,,
1764669516.3712661,114.1769307905768,,
1764669516.383769,114.43289324081788,,
1764669516.3858392,,2.2614108948104548,13.644248408343477
1764669516.396272,118.31135041693126,,
1764669516.4087746,119.31395717431246,,
1764669516.4212775,118.11044802512961,,
1764669516.4337804,115.39654074046437,,
1764669516.446283,112.37885125972079,,
1764669516.458786,115.89705678920281,,
1764669516.471289,118.51034167125361,,
1764669516.4837916,117.0299974378711,,
1764669516.4859915,,0.0,13.644248408343477
1764669516.4962945,114.25648945050128,,
1764669516.5087974,116.48930321959706,,
1764669516.5213003,116.35833643051738,,
1764669516.533803,118.35965729957135,,
1764669516.546306,112.33362059845763,,
1764669516.5588088,116.70293288601799,,
1764669516.5713115,109.98770772447357,,
1764669516.5838144,112.63074631953444,,
1764669516.5861435,,6.95819027616339,11.393487332162483
1764669516.5963173,115.06120173799349,,
1764669516.60882,119.29301861217486,,
1764669516.6213229,117.41288426961869,,
1764669516.6338258,115.2482047244091,,
1764669516.6463284,112.87505300668926,,
1764669516.6588314,108.8361950306732,,
1764669516.6713343,113.87382672895819,,
1764669516.6838372,109.96689249423473,,
1764669516.6862955,,58.60449952595508,13.613807574891336
1764669516.6963398,115.88693304922799,,
1764669516.7088428,114.99125257832442,,
1764669516.7213457,117.24340262595352,,
1764669516.7338483,112.77610093522199,,
1764669516.7463512,115.22941988215766,,
1764669516.7588542,111.08978297542565,,
1764669516.7713568,116.28434321096248,,
1764669516.7838597,114.64196195723314,,
1764669516.7864478,,45.06400790876124,16.208026491913056
1764669516.7963626,117.52271922409118,,
1764669516.8088655,117.81917545247285,,
1764669516.8213682,106.40530933384022,,
1764669516.8338711,115.05442932316086,,
1764669516.846374,115.26434572308101,,
1764669516.8588767,109.8567710181967,,
1764669516.8713796,111.43088512209339,,
1764669516.8838825,110.70941058661606,,
1764669516.8865998,,0.0,16.208026491913056
1764669516.8963852,108.63178540251549,,
1764669516.908888,113.1676596469013,,
1764669516.921391,108.3555225910511,,
1764669516.9338937,112.8437176998642,,
1764669516.9463966,107.4508450661254,,
1764669516.9588995,114.85797112851492,,
1764669516.9714024,112.85674263726678,,
1764669516.983905,110.65063579113759,,
