timestamp,pathloss_db,retry_rate_raw,retry_rate_rolling_mean
1764670307.927394,116.22944200107226,0.0,0.0
1764670307.9398966,120.46234321400756,,
1764670307.9523993,118.50675367131299,,
1764670307.964902,113.82338833109378,,
1764670307.9774046,117.47146150396104,,
1764670307.989907,111.92923955070066,,
1764670308.0024097,115.33254292386178,,
1764670308.0149124,119.6545401898326,,
1764670308.027415,119.99169777204878,,
1764670308.0276093,,43.30695303101715,21.653476515508576
1764670308.0399177,118.08304296853628,,
1764670308.0524204,122.9605300353781,,
1764670308.064923,119.90676472625263,,
1764670308.0774257,115.84804858029966,,
1764670308.0899284,119.77445143722775,,
1764670308.102431,114.58026808062735,,
1764670308.1149335,118.85275392448345,,
1764670308.1274362,121.53310162792496,,
1764670308.127825,,17.57941965233428,20.295457561117143
1764670308.1399388,123.12261883796586,,
1764670308.1524415,120.41147010074734,,
1764670308.1649442,118.64153395793404,,
1764670308.1774468,117.64931067757716,,
1764670308.1899495,119.9049606548472,,
1764670308.2024522,118.33166117345628,,
1764670308.2149549,118.3762182562595,,
1764670308.2274573,120.70725948653204,,
1764670308.2280405,,0.0,15.221593170837858
1764670308.23996,116.19061117274248,,
1764670308.2524626,115.16792843922222,,
1764670308.2649653,117.84385350645968,,
1764670308.277468,120.04527098519131,,
1764670308.2899706,120.00910328433231,,
1764670308.3024733,114.71015508424749,,
1764670308.314976,115.96291300812749,,
1764670308.3274786,117.28942350708634,,
1764670308.328256,,5.580445104282822,13.29336355752685
1764670308.3399813,109.77820156584716,,
1764670308.3524837,118.20550985375141,,
1764670308.3649864,119.0617034699942,,
1764670308.377489,124.03077473473942,,
1764670308.3899918,118.58967407225045,,
1764670308.4024944,122.03529041913251,,
1764670308.414997,115.54540051502498,,
1764670308.4274998,118.65336940539719,,
1764670308.4284713,,0.0,11.07780296460571
1764670308.4400024,124.24480915730021,,
1764670308.452505,118.0651819216724,,
1764670308.4650075,121.54835622713567,,
1764670308.4775102,123.79441871005596,,
1764670308.490013,120.52620727367382,,
1764670308.5025156,122.39023500230964,,
1764670308.5150182,123.44796865416623,,
1764670308.527521,115.5722917982442,,
