timestamp,pathloss_db,retry_rate_raw,retry_rate_rolling_mean
1764671361.5589826,113.42063054752616,23.784157768024883,23.784157768024883
1764671361.5714855,116.66099023941203,,
1764671361.5839882,118.65712640632579,,
1764671361.596491,115.62948097047972,,
1764671361.608994,118.91137435955913,,
1764671361.6214967,116.83012999762575,,
1764671361.6339996,113.26194357690198,,
1764671361.6465025,117.35810025507229,,
1764671361.6590054,118.00568065924611,,
1764671361.6591346,,2.3790920483717564,13.08162490819832
1764671361.671508,111.65131302677077,,
1764671361.684011,116.83372795808164,,
1764671361.696514,113.65902058474495,,
1764671361.7090166,116.64644527677801,,
1764671361.7215195,116.46372346203783,,
1764671361.7340224,120.7626895866947,,
1764671361.746525,116.7611043405852,,
1764671361.759028,118.54001965545885,,
1764671361.7592869,,0.0,8.721083272132214
1764671361.7715309,117.5834332253074,,
1764671361.7840338,116.88418813743046,,
1764671361.7965364,121.93369436173882,,
1764671361.8090394,123.0288534044806,,
1764671361.8215423,121.10676593974463,,
1764671361.834045,116.89296944883964,,
1764671361.8465478,116.88126787723681,,
1764671361.8590508,119.47474755643147,,
1764671361.859439,,0.0,6.54081245409916
1764671361.8715534,123.04655267275751,,
1764671361.8840563,124.20127327331429,,
1764671361.8965592,122.67478122704344,,
1764671361.909062,121.46057853451468,,
1764671361.9215648,121.0648732664902,,
1764671361.9340677,120.71123597986471,,
1764671361.9465706,122.11476049778153,,
1764671361.9590733,119.99137986303694,,
1764671361.959591,,3.9269455682874534,6.018039076936819
1764671361.9715762,124.87020338177595,,
1764671361.9840791,119.67320812751808,,
1764671361.9965818,120.1658751610803,,
1764671362.0090847,121.27695769209059,,
1764671362.0215876,121.8847350714966,,
1764671362.0340903,122.16535265067048,,
1764671362.0465932,121.36866042849928,,
1764671362.059096,115.89294501102796,,
1764671362.059743,,14.467216359136547,7.426235290636773
1764671362.0715988,116.54537455962858,,
1764671362.0841017,117.78247942240077,,
1764671362.0966046,116.72036995898061,,
1764671362.1091075,122.15433176856381,,
1764671362.1216102,120.80705190290777,,
1764671362.134113,115.68534123172489,,
1764671362.146616,123.57032243019468,,
1764671362.1591187,117.44481189532348,,
1764671362.1598952,,8.435018143265964,7.5703471267266575
1764671362.1716216,117.82552767855978,,
1764671362.1841245,120.5759713942886,,
1764671362.1966271,129.9342609327026,,
1764671362.20913,121.16439468555858,,
1764671362.221633,119.5485871726771,,
1764671362.2341359,116.80084939123971,,
1764671362.2466385,123.50821509352737,,
1764671362.2591414,121.39356169433805,,
1764671362.2600472,,0.0,6.624053735885825
1764671362.2716444,121.09727321490527,,
1764671362.284147,125.53047314457652,,
1764671362.29665,122.68716241115709,,
1764671362.3091528,127.35968409578487,,
1764671362.3216555,120.50602745711276,,
1764671362.3341584,125.61409045431127,,
1764671362.3466613,124.87075051834876,,
1764671362.359164,125.23464912366005,,
1764671362.3601992,,12.932002936008422,7.324936980343892
1764671362.371667,124.7244569463627,,
1764671362.3841698,126.16187605146195,,
1764671362.3966727,125.21376139917648,,
1764671362.4091754,123.3682781896408,,
1764671362.4216783,125.37396422211327,,
1764671362.4341812,127.69773417509641,,
1764671362.446684,128.28769427972495,,
1764671362.4591868,130.09272436448666,,
1764671362.4603515,,15.82332997263292,8.174776279572795
1764671362.4716897,125.98929518435223,,
1764671362.4841924,122.84242527098749,,
1764671362.4966953,119.88370932008782,,
1764671362.5091982,129.98445018119253,,
1764671362.5217009,126.34337267206652,,
1764671362.5342038,128.5375040541348,,
1764671362.5467067,126.75108940406815,,
1764671362.5592096,123.6946244486994,,
1764671362.5605035,,19.037213793690984,9.162270599038084
1764671362.5717123,131.22401103092162,,
1764671362.5842152,127.63624848996288,,
1764671362.596718,129.18018530912406,,
1764671362.6092207,125.19677088321149,,
1764671362.6217237,126.61377441284664,,
1764671362.6342266,128.75110845674388,,
1764671362.6467292,125.51271063786407,,
1764671362.6592321,126.16385368519545,,
1764671362.6606555,,26.036050850350634,10.568418953314131
1764671362.671735,130.89328329430788,,
1764671362.684238,126.62022042762332,,
1764671362.6967406,128.89764180620043,,
1764671362.7092435,127.17581330159311,,
1764671362.7217464,125.93763519734657,,
1764671362.734249,126.21280192032835,,
1764671362.746752,129.60586229527448,,
1764671362.759255,125.49786493622989,,
1764671362.7608075,,0.0,9.755463649213043
1764671362.7717576,125.36264198964788,,
1764671362.7842605,128.52988551380275,,
1764671362.7967634,125.99513820000143,,
1764671362.809266,126.47016999446649,,
1764671362.821769,122.6605325049156,,
1764671362.834272,122.89886804308227,,
1764671362.8467748,129.28006759348952,,
1764671362.8592775,129.87721645968978,,
1764671362.8609598,,10.510309808229282,9.809381231999918
1764671362.8717804,121.55170277658166,,
1764671362.8842833,124.61721057430506,,
1764671362.896786,124.43358949867049,,
1764671362.909289,128.65799885350825,,
1764671362.9217918,133.18748263976744,,
1764671362.9342945,127.48949069919921,,
1764671362.9467974,128.2800728937771,,
1764671362.9593003,128.96062270392207,,
1764671362.9611118,,23.291113878634597,10.70816340844223
1764671362.971803,129.43542524704952,,
1764671362.9843059,123.81105121255514,,
1764671362.9968088,134.59218202205136,,
1764671363.0093117,132.07361848818738,,
1764671363.0218143,128.39187099217003,,
1764671363.0343173,130.2727915924296,,
1764671363.0468202,136.52475412230694,,
1764671363.0593228,134.77977158128363,,
1764671363.0612638,,9.773882019022357,9.774145025175393
1764671363.0718257,129.3254196840004,,
1764671363.0843287,126.21671193701266,,
1764671363.0968313,129.769947712678,,
1764671363.1093342,129.5044294442519,,
1764671363.1218371,135.96439816133565,,
1764671363.13434,130.89241108855282,,
1764671363.1468427,123.87286667198194,,
1764671363.1593456,131.20512945438006,,
1764671363.1614158,,39.1015836760434,12.222311133686837
1764671363.1718485,132.0927030386817,,
1764671363.1843512,128.78902564845077,,
1764671363.196854,136.5217856961217,,
1764671363.209357,137.29407039575193,,
1764671363.2218597,128.88128821596402,,
1764671363.2343626,133.8651880324321,,
1764671363.2468655,128.8921293703421,,
1764671363.2593682,138.88884646349484,,
1764671363.261568,,25.511562553462813,13.923081970584358
1764671363.271871,135.07382041672645,,
1764671363.284374,129.61276829207333,,
1764671363.296877,129.87142846539146,,
1764671363.3093796,131.587990127475,,
